Zipcode  Duration (s)  Distance
Time: 10-20-2014 21:00:00
11215  3148  38.621
28269  35654  974.524
30004  51303  1357.235
Time: 10-20-2014 23:30:00
08822  3668  74.667
19095  5661  136.07
08889  2651  57.917
18947  4876  99.955
08825  3849  85.82
07936  1879  31.919
08886  3518  86.568
07901  1211  12.88
07073  2130  34.871
08046  4436  104.272
08865  3990  91.812
07712  3101  63.95
08820  1364  19.719
08876  2770  58.307
08807  2512  51.02
08902  2478  44.841
18976  5804  132.262
07030  2089  29.451
07652  2137  41.319
18015  4667  114.788
08833  2652  60.946
24401  21192  588.304
07066  900  10.457
19446  6325  143.582
08853  3028  64.57
08873  2647  49.872
18951  5385  126.312
18944  6169  120.779
08502  3478  68.57
08831  2912  57.759
10306  2950  29.569
18013  4770  108.768
18902  5488  109.07
07090  698  6.298
08551  4022  81.945
07014  1669  29.627
08844  4399  67.154
07065  1160  12.244
07830  3031  63.405
08827  3265  75.776
07920  2071  39.119
02760  14174  346.344
07730  2135  40.844
07746  2389  48.282
08840  1338  19.882
19438  6712  159.832
07022  2503  36.935
07080  2096  22.758
07092  878  8.51
07005  2384  44.524
07662  1978  37.045
08812  1839  21.725
07747  2026  36.518
18045  4375  111.148
07853  3695  72.423
08801  2823  65.964
07832  5038  103.61
18210  7004  162.604
07023  1178  10.293
07677  2721  52.303
48108  36226  975.548
07016  537  3.394
07825  4015  93.477
08837  1551  24.03
08060  4290  100.689
18040  4854  101.89
07928  1425  22.604
19382  7531  180.985
07083  673  5.827
08724  3715  82.664
07010  2663  39.605
08854  2009  38.108
19020  4640  110.065
07054  2066  37.74
07930  3032  51.849
18036  5084  127.629
07202  1259  9.062
07059  1741  34.583
07974  1385  23.863
18034  4863  124.101
07027  866  5.683
08826  3750  76.062
07821  3489  75.336
07042  1352  19.845
07823  4367  99.601
10977  3054  62.004
19422  5917  136.574
07960  1883  34.751
07860  4575  89.294
07036  962  10.645
08802  3492  79.752
19075  5540  132.216
18020  4430  110.08
07306  1598  24.825
19355  6622  161.697
07826  5604  108.795
11374  3490  50.38
78852  109600  3160.716
19426  6801  152.008
08882  2227  39.346
10310  2350  20.395
19462  5802  137.678
07670  2932  48.782
07931  2462  52.313
07882  4046  85.028
07945  2638  43.79
07076  1065  9.053
98346  163847  4551.347
08512  2903  57.028
88546  120672  3486.916
07701  2753  55.633
07676  2365  48.281
08850  2180  39.694
07067  1275  18.932
07922  1319  23.74
07940  1648  23.625
08846  2257  25.971
18042  4212  99.644
18925  5472  107.189
08559  4185  85.295
18960  6095  144.994
18901  5745  109.974
18052  5382  131.029
18920  4390  92.758
08867  3340  76.085
07078  1297  18.099
07803  2836  49.816
08755  4275  96.099
07002  1517  24.28
18929  5554  111.724
10022  2980  40.405
17111  9888  255.615
08857  2321  39.102
07456  3358  70.037
38117  60185  1730.675
19403  6317  146.512
10001  2315  36.805
07840  3605  79.907
08809  3322  73.114
07063  1740  20.558
18343  4274  102.462
07753  3041  67.758
07924  2538  48.6
07463  2555  49.211
10993  4026  80.342
18103  4916  126.109
12060  10143  267.659
02043  16444  405.631
07438  3515  69.561
19116  4978  114.167
19002  5504  134.123
08501  3472  78.626
18054  6535  152.336
07436  2746  63.055
18938  4492  95.478
08050  5327  128.674
88013  119874  3394.146
08848  3808  87.93
08540  3455  60.749
18914  5913  116.882
07401  2759  52.866
07033  0  0
19130  6028  135.621
33067  69928  1981.64
08804  3726  84.058
07950  2347  38.698
08887  3111  65.37
07760  3335  58.571
07045  2180  44.938
08510  3555  73.684
08805  2235  27.297
07006  2055  33.36
07081  715  6.228
18017  4571  117.547
07095  1222  22.382
07110  1612  23.468
08550  3255  71.468
19468  7266  171.321
08721  4214  102.101
07720  3456  70.338
07302  1676  28.671
07675  2864  53.13
07728  3397  56.391
07082  2288  47.142
08536  3186  58.796
18074  7018  158.882
18106  5663  138.987
08085  6235  156.201
07863  4352  90.36
08836  2182  42.825
07432  2753  41.882
03825  19737  465.548
08108  5431  125.15
18039  4636  99.487
88221  111484  3167.038
08884  2460  40.795
07068  1588  27.803
19454  5842  139.384
07834  2239  43.735
27809  26165  704.153
08823  2874  50.861
18064  4821  117.706
18928  4713  99.762
19067  4079  93.307
07921  2541  53.089
19128  6511  140.423
07726  2886  51.717
10011  2535  33.354
08560  4583  85.326
07208  911  8.747
07470  2275  37.897
08535  3107  68.169
88231  107531  3112.649
19473  7237  167.354
10954  2900  61.429
07876  2909  52.887
08075  4907  107.575
34232  67189  1876.298
08835  2633  33.888
08829  3001  67.117
07430  3205  62.386
07869  2563  46.6
07450  2506  46.339
08558  3524  62.176
30331  51177  1391.066
18051  5820  143.018
07105  1210  17.858
07666  2405  42.044
08534  4371  81.381
10950  4530  102.587
07946  1875  34.067
18055  4850  115.221
07044  1683  25.153
08753  4588  99.502
07070  1872  32.626
88201  108492  3067.255
07028  1272  19.028
18974  5552  123.129
07718  2666  49.184
07738  2575  51.307
66062  69690  1937.414
08859  1670  30.131
08810  2717  50.669
19464  7421  166.984
19465  7731  187.213
08858  2381  54.82
07828  3436  69.153
19106  5792  132.499
08742  4015  83.048
08542  3604  63.558
19135  5455  120.815
10016  2638  38.181
08016  4108  96.406
07731  3607  79.676
07751  2437  44.787
18062  5973  144.073
19444  5950  140.691
03253  21060  527.311
19428  5913  143.473
07422  4530  89.266
07871  3334  70.042
18031  5822  142.616
07001  1515  15.321
07836  2942  66.442
07040  1182  14.07
18964  6706  151.026
90293  155243  4480.602
07052  1281  21.248
13905  11213  284.713
08861  1430  23.222
18334  6195  145.88
18322  5797  135.575
07927  1881  31.513
78342  104239  2999.553
12010  11574  304.316
07060  1537  17.621
18337  5750  114.286
18301  5091  115.883
18977  4487  101.367
07003  1175  20.091
18072  5405  118.641
08816  2221  40.125
08901  1953  37.048
18104  5382  132.818
08817  1745  31.73
02482  14693  355.581
08824  2814  50.762
08648  3803  69.908
08619  3785  72.072
07934  2613  54.793
19118  5924  136.01
07206  1636  11.667
08869  2314  52.023
07086  1887  33.11
10075  3366  41.894
15102  23181  581.281
95051  161988  4724.979
07204  574  4.102
19038  5642  133.017
08730  3710  78.881
08003  5129  121.461
19401  6117  142.583
18932  6406  140.715
27587  27811  739.287
19440  6580  150.76
46032  42246  1141.132
94301  161703  4717.847
14770  20594  545.235
07062  1383  12.085
08062  6166  155.099
08527  4388  98.774
19031  5577  131.652
18360  5253  124.925
15044  22416  587.312
01070  14711  329.191
19136  5368  116.792
15003  24167  608.417
08034  4834  118.021
08520  2968  64.147
08638  4271  78.126
07069  1424  17.079
15084  22280  583.449
11510  5189  78.13
08852  2717  51.457
08054  4151  106.877
08035  5291  125.962
27807  27907  747.332
08863  1378  22.019
18940  5231  114.061
18969  6580  152.152
19025  5026  123.629
07039  1723  27.054
07417  2636  51.655
18067  5556  130.645
07878  2225  44.164
19504  6472  147.434
19085  5937  146.063
33331  70982  2017.395
98801  153046  4339.094
07932  1799  25.502
08691  3453  73.252
08872  1800  31.135
79780  110017  3208.153
18038  6234  139.723
10024  2601  40.484
08879  1640  28.831
08012  5529  135.395
07866  2593  52.28
07029  1204  18.269
08830  1057  16.836
18966  5283  116.937
88021  121645  3440.767
85342  134982  3932.741
19119  6186  139.438
22936  21342  528.631
18942  4860  99.393
07009  1841  27.468
22314  14326  357.883
07737  2834  51.674
19115  5198  116.983
08081  6052  139.057
19540  8451  202.187
60202  47069  1289.772
05465  22591  518.452
19087  6320  152.119
08052  4769  116.055
08225  7299  175.982
60611  45921  1267.145
19063  6902  166.182
10583  4150  72.369
07457  2724  57.257
10033  2562  47.499
20854  13891  357.188
07724  2661  58.435
07733  2311  48.824
07735  2084  40.227
28211  36618  993.003
07046  2240  42.534
01104  11087  263.895
10280  2532  33.382
08530  4436  91.647
07093  2096  34.606
07748  2452  46.834
07722  2901  58.234
07480  3610  73.23
10312  1896  32.071
07926  2343  40.461
08722  4404  100.59
07481  2567  48.655
07405  2977  62.606
10924  4852  117.556
18077  4721  101.076
02908  13383  323.611
08751  4861  108.261
75230  85575  2479.273
80129  99183  2881.465
92106  155004  4434.823
44026  26599  716.931
85340  134913  3893.948
92708  154605  4462.23
07663  1917  35.799
18930  5025  103.313
10597  5532  119.361
46060  42587  1148.771
10019  2474  36.756
19103  5921  135.601
07047  2092  33.401
19001  5570  125.952
07304  1675  28.336
07205  954  7.697
08525  4238  83.855
18972  4648  92.47
10028  3323  43.415
98117  159095  4524.959
08088  5605  124.25
18018  5283  122.712
07305  1713  27.37
88121  105441  2974.209
07444  2597  43.727
33624  64273  1786.651
07856  2810  59.963
19125  5777  129.522
15927  18908  481.274
08505  3901  88.148
10708  3366  63.316
07739  2969  57.608
04072  20631  518.728
14221  23057  617.04
19460  7109  166.194
08061  5806  145.72
19090  5161  122.002
14534  19610  515.587
07203  819  5.251
08880  2243  44.65
08690  3616  79.071
07307  1769  26.701
18088  6021  139.664
98052  158334  4513.59
18092  5927  138.182
07843  3293  66.036
08518  4038  92.333
08904  2031  30.264
07079  1340  12.924
14608  20035  529.804
08010  4778  104.045
07607  2139  39.196
07031  2092  28.745
94005  160542  4682.324
07961  1757  30.335
10014  2346  32.634
24592  28006  703.541
29926  47618  1270.724
07627  3246  51.929
19064  6708  161.427
07801  2613  52.872
20148  15036  388.706
15090  23056  610.636
08048  4654  105.169
85024  134267  3854.613
10010  2835  39.111
07981  1911  34.937
30309  50204  1364.081
33327  71093  2018.295
88263  112196  3260.215
07440  2423  41.226
07102  1243  17.19
18076  6562  151.198
07026  2058  34.896
39503  70357  2016.525
27712  28620  766.554
34105  73924  2003.054
27021  33567  920.35
24477  21729  602.165
07650  2220  39.45
21050  10351  264.554
19046  5826  123.943
85343  136484  3927.035
18353  5538  132.138
08318  7144  172.175
70802  74744  2173.17
07008  1840  31.945
07112  961  11.195
10913  3316  69.021
12508  5832  129.933
10314  2026  17.788
98072  158730  4524.052
41042  38337  1031.152
07423  2413  47.415
11354  3659  55.127
07032  1231  22.021
18080  6444  151.195
18466  6346  150.968
07310  1889  27.968
70596  77704  2263.688
18954  5407  115.791
14701  23495  627.075
07933  1874  34.068
08094  6630  155.913
19525  7017  160.469
21801  14310  344.119
07603  2346  41.769
08514  4071  86.383
19437  5911  138.317
07852  2821  61.838
28590  29724  796.101
19127  6273  151.61
17025  10089  263.21
07041  1200  10.637
76504  92703  2681.967
18923  5635  113.429
19512  7534  161.514
07757  3149  63.846
11215  3142  38.621
28269  35632  974.524
30004  50851  1357.235
Time: 10-21-2014 00:00:00
08822  3628  74.667
19095  5681  136.07
08889  2716  57.917
18947  4894  99.955
08825  3845  85.82
07936  1931  31.919
08886  3546  86.568
07901  1197  12.88
07073  2155  34.871
08046  4355  104.272
08865  4014  91.812
07712  3072  63.95
08820  1355  19.719
08876  2809  58.307
08807  2566  51.02
08902  2443  44.841
18976  5812  132.262
07030  2037  29.451
07652  2177  41.319
18015  4661  114.788
08833  2698  60.946
24401  21085  588.304
07066  893  10.457
19446  6327  143.582
08853  2995  64.57
08873  2678  49.872
18951  5418  126.312
18944  6182  120.779
08502  3444  68.57
08831  2889  57.759
10306  2931  29.569
18013  4811  108.768
18902  5498  109.07
07090  695  6.298
08551  4003  81.945
07014  1721  29.627
08844  4388  67.154
07065  1153  12.244
07830  3047  63.405
08827  3280  75.776
07920  2084  39.119
02760  14159  346.344
07730  2131  40.844
07746  2419  48.282
08840  1308  19.882
19438  6718  159.832
07022  2476  36.935
07080  2090  22.758
07092  872  8.51
07005  2437  44.524
07662  2009  37.045
08812  1803  21.725
07747  2024  36.518
18045  4387  111.148
07853  3693  72.423
08801  2848  65.964
07832  5054  103.61
18210  6958  162.604
07023  1156  10.293
07677  2781  52.303
48108  35634  975.548
07016  537  3.394
07825  4025  93.477
08837  1541  24.03
08060  4209  100.689
18040  4904  101.89
07928  1476  22.604
19382  7434  180.985
07083  667  5.827
08724  3685  82.664
07010  2590  39.605
08854  2032  38.108
19020  4566  110.065
07054  2064  37.74
07930  3051  51.849
18036  5065  127.629
07202  1238  9.062
07059  1767  34.583
07974  1428  23.863
18034  4870  124.101
07027  869  5.683
08826  3739  76.062
07821  3503  75.336
07042  1464  19.845
07823  4403  99.601
10977  3087  62.004
19422  5853  136.574
07960  1946  34.751
07860  4533  89.294
07036  959  10.645
08802  3520  79.752
19075  5569  132.216
18020  4441  110.08
07306  1632  24.825
19355  6565  161.697
07826  5630  108.795
11374  3434  50.38
19426  6731  152.008
08882  2198  39.346
10310  2313  20.395
19462  5729  137.678
07670  2925  48.782
07931  2491  52.313
07882  4034  85.028
07945  2678  43.79
07076  1057  9.053
98346  164193  4551.347
08512  2859  57.028
88546  120797  3486.916
07701  2745  55.633
07676  2432  48.281
08850  2155  39.694
07067  1271  18.932
07922  1363  23.74
07940  1699  23.625
08846  2237  25.971
18042  4230  99.644
18925  5481  107.189
08559  4138  85.295
18960  6084  144.994
18901  5752  109.974
18052  5426  131.029
18920  4382  92.758
08867  3335  76.085
07078  1353  18.099
07803  2853  49.816
08755  4240  96.099
07002  1517  24.28
18929  5572  111.724
10022  2898  40.405
17111  9883  255.615
08857  2333  39.102
07456  3370  70.037
38117  60262  1730.675
19403  6327  146.512
10001  2190  36.805
07840  3637  79.907
08809  3316  73.114
07063  1723  20.558
18343  4328  102.462
07753  3006  67.758
07924  2558  48.6
07463  2592  49.211
10993  4038  80.342
18103  4895  126.109
12060  10169  267.659
02043  16431  405.631
07438  3517  69.561
19116  4921  114.167
19002  5420  134.123
08501  3475  78.626
18054  6536  152.336
07436  2798  63.055
18938  4497  95.478
08050  5349  128.674
88013  119914  3394.146
08848  3826  87.93
08540  3456  60.749
18914  5933  116.882
07401  2788  52.866
07033  0  0
19130  5993  135.621
33067  70353  1981.64
08804  3769  84.058
07950  2388  38.698
08887  3071  65.37
07760  3307  58.571
07045  2261  44.938
08510  3514  73.684
08805  2215  27.297
07006  2078  33.36
07081  711  6.228
18017  4590  117.547
07095  1203  22.382
07110  1695  23.468
08550  3206  71.468
19468  7277  171.321
08721  4183  102.101
07720  3420  70.338
07302  1707  28.671
07675  2908  53.13
07728  3369  56.391
07082  2365  47.142
08536  3156  58.796
18074  6984  158.882
18106  5656  138.987
08085  6230  156.201
07863  4331  90.36
08836  2198  42.825
07432  2775  41.882
03825  19716  465.548
08108  5416  125.15
18039  4638  99.487
88221  111591  3167.038
08884  2439  40.795
07068  1632  27.803
19454  5771  139.384
07834  2281  43.735
27809  26195  704.153
08823  2861  50.861
18064  4843  117.706
18928  4731  99.762
19067  4028  93.307
07921  2590  53.089
19128  6426  140.423
07726  2852  51.717
10011  2464  33.354
08560  4531  85.326
07208  902  8.747
07470  2301  37.897
08535  3061  68.169
88231  107741  3112.649
19473  7201  167.354
10954  2972  61.429
07876  2917  52.887
08075  4891  107.575
34232  67316  1876.298
08835  2613  33.888
08829  3015  67.117
07430  3221  62.386
07869  2601  46.6
07450  2517  46.339
08558  3516  62.176
30331  50851  1391.066
18051  5801  143.018
07105  1257  17.858
07666  2412  42.044
08534  4339  81.381
10950  4531  102.587
07946  1881  34.067
18055  4776  115.221
07044  1735  25.153
08753  4574  99.502
07070  1927  32.626
88201  108315  3067.255
07028  1387  19.028
18974  5481  123.129
07718  2668  49.184
07738  2566  51.307
66062  69761  1937.414
08859  1656  30.131
08810  2674  50.669
19464  7421  166.984
19465  7670  187.213
08858  2421  54.82
07828  3463  69.153
19106  5750  132.499
08742  3954  83.048
08542  3581  63.558
19135  5422  120.815
10016  2515  38.181
08016  4061  96.406
07731  3574  79.676
07751  2445  44.787
18062  5961  144.073
19444  5876  140.691
03253  21011  527.311
19428  5917  143.473
07422  4546  89.266
07871  3349  70.042
18031  5808  142.616
07001  1509  15.321
07836  2950  66.442
07040  1230  14.07
18964  6632  151.026
90293  155333  4480.602
07052  1357  21.248
13905  11169  284.713
08861  1414  23.222
18334  6209  145.88
18322  5837  135.575
07927  1928  31.513
78342  104316  2999.553
12010  11539  304.316
07060  1524  17.621
18337  5775  114.286
18301  5144  115.883
18977  4446  101.367
07003  1269  20.091
18072  5451  118.641
08816  2193  40.125
08901  1916  37.048
18104  5419  132.818
08817  1731  31.73
02482  14652  355.581
08824  2808  50.762
08648  3775  69.908
08619  3761  72.072
07934  2647  54.793
19118  5856  136.01
07206  1621  11.667
08869  2370  52.023
07086  1889  33.11
10075  3211  41.894
15102  23074  581.281
95051  161943  4724.979
07204  568  4.102
19038  5562  133.017
08730  3665  78.881
08003  5116  121.461
19401  6068  142.583
18932  6331  140.715
27587  27891  739.287
19440  6497  150.76
46032  42155  1141.132
94301  161589  4717.847
14770  20606  545.235
07062  1357  12.085
08062  6165  155.099
08527  4349  98.774
19031  5497  131.652
18360  5297  124.925
15044  22325  587.312
01070  14679  329.191
19136  5330  116.792
15003  23910  608.417
08034  4822  118.021
08520  2924  64.147
08638  4246  78.126
07069  1415  17.079
15084  22229  583.449
11510  5129  78.13
08852  2711  51.457
08054  4101  106.877
08035  5275  125.962
27807  27994  747.332
08863  1361  22.019
18940  5210  114.061
18969  6533  152.152
19025  4908  123.629
07039  1759  27.054
07417  2683  51.655
18067  5584  130.645
07878  2265  44.164
19504  6446  147.434
19085  5858  146.063
33331  71447  2017.395
98801  153026  4339.094
07932  1840  25.502
08691  3414  73.252
08872  1783  31.135
79780  110178  3208.153
18038  6242  139.723
10024  2501  40.484
08879  1622  28.831
08012  5518  135.395
07866  2623  52.28
07029  1271  18.269
08830  1051  16.836
18966  5197  116.937
88021  121667  3440.767
85342  135175  3932.741
19119  6126  139.438
22936  21285  528.631
18942  4875  99.393
07009  1895  27.468
22314  14292  357.883
07737  2820  51.674
19115  5105  116.983
08081  5999  139.057
19540  8450  202.187
60202  46949  1289.772
05465  22323  518.452
19087  6255  152.119
08052  4743  116.055
08225  7317  175.982
60611  45717  1267.145
19063  6827  166.182
10583  4136  72.369
07457  2779  57.257
10033  2590  47.499
20854  13875  357.188
07724  2653  58.435
07733  2300  48.824
07735  2073  40.227
28211  37946  993.003
07046  2299  42.534
01104  11070  263.895
10280  2501  33.382
08530  4445  91.647
07093  2088  34.606
07748  2447  46.834
07722  2906  58.234
07480  3631  73.23
10312  1873  32.071
07018  1031  13.074
07926  2377  40.461
18963  4575  95.606
08722  4368  100.59
07481  2618  48.655
07405  2996  62.606
10924  4905  117.556
18077  4749  101.076
02908  13344  323.611
08751  4879  108.261
75230  85734  2479.273
80129  98828  2881.465
92106  155059  4434.823
44026  27090  716.931
85340  135046  3893.948
92708  154689  4462.23
07663  1980  35.799
18930  5056  103.313
10597  5545  119.361
46060  42499  1148.771
10019  2365  36.756
19103  5892  135.601
07047  2127  33.401
19001  5468  125.952
07304  1698  28.336
07205  948  7.697
07980  1958  34.257
08525  4233  83.855
18972  4665  92.47
10028  3153  43.415
98117  159754  4524.959
08088  5553  124.25
18018  5318  122.712
07305  1746  27.37
88121  105351  2974.209
07444  2587  43.727
33624  64320  1786.651
07856  2823  59.963
19125  5737  129.522
15927  18942  481.274
08505  3798  88.148
10708  3457  63.316
07739  2942  57.608
04072  20559  518.728
14221  23002  617.04
19460  7025  166.194
08061  5780  145.72
19090  5029  122.002
14534  19528  515.587
07203  819  5.251
08880  2261  44.65
08690  3592  79.071
07307  1799  26.701
18088  6038  139.664
98052  158371  4513.59
18092  5913  138.182
07843  3293  66.036
08518  3945  92.333
08904  2048  30.264
07079  1394  12.924
14608  19994  529.804
08010  4770  104.045
07607  2162  39.196
07031  2124  28.745
94005  160234  4682.324
07961  1808  30.335
10014  2287  32.634
24592  28058  703.541
29926  46950  1270.724
07627  3231  51.929
19064  6635  161.427
07801  2630  52.872
20148  15068  388.706
15090  22974  610.636
08048  4606  105.169
85024  134276  3854.613
10010  2709  39.111
07981  1962  34.937
30309  49782  1364.081
33327  71563  2018.295
88263  112997  3260.215
07440  2405  41.226
07102  1297  17.19
18076  6526  151.198
07026  2105  34.896
39503  70244  2016.525
27712  28649  766.554
34105  74063  2003.054
27021  33568  920.35
24477  21689  602.165
07650  2246  39.45
21050  10387  264.554
19046  5771  123.943
85343  136508  3927.035
18353  5587  132.138
08318  7095  172.175
70802  74759  2173.17
07008  1813  31.945
07112  1007  11.195
10913  3332  69.021
12508  5794  129.933
10314  2001  17.788
98072  159273  4524.052
41042  38361  1031.152
07423  2466  47.415
11354  3568  55.127
07032  1275  22.021
18080  6435  151.195
18466  6352  150.968
07310  1828  27.968
70596  77753  2263.688
18954  5380  115.791
14701  23451  627.075
07933  1887  34.068
08094  6596  155.913
19525  6988  160.469
21801  14267  344.119
07603  2364  41.769
08514  4039  86.383
19437  5838  138.317
07852  2827  61.838
28590  29694  796.101
19127  6185  151.61
17025  10070  263.21
07041  1188  10.637
76504  92657  2681.967
18923  5661  113.429
19512  7556  161.514
07757  3105  63.846
11215  3107  38.621
28269  36531  974.524
30004  50528  1357.235
Time: 10-21-2014 00:30:00
08822  3588  74.667
19095  5693  136.07
08889  2646  57.917
18947  4904  99.955
08825  3855  85.82
07936  1860  31.919
08886  3540  86.568
07901  1209  12.88
07073  2141  34.871
08046  4431  104.272
08865  4005  91.812
07712  3295  63.95
08820  1559  19.719
08876  2747  58.307
08807  2500  51.02
08902  2712  44.841
18976  5797  132.262
07030  2043  29.451
07652  2083  41.319
18015  4699  114.788
08833  2648  60.946
24401  21106  588.304
07066  907  10.457
19446  6299  143.582
08853  2931  64.57
08873  2775  49.872
18951  5443  126.312
18944  6191  120.779
08502  3428  68.57
08831  3122  57.759
10306  2932  29.569
18013  4799  108.768
18902  5471  109.07
07090  694  6.298
08551  3953  81.945
07014  1620  29.627
08844  4376  67.154
07065  1161  12.244
07830  3020  63.405
08827  3286  75.776
07920  2049  39.119
02760  14175  346.344
07730  2303  40.844
07746  2546  48.282
08840  1514  19.882
19438  6653  159.832
07022  2465  36.935
07080  2082  22.758
07092  885  8.51
07005  2353  44.524
07662  1920  37.045
08812  1838  21.725
07747  2215  36.518
18045  4476  111.148
07853  3676  72.423
08801  2843  65.964
07832  5061  103.61
18210  7041  162.604
07023  1155  10.293
07677  2682  52.303
48108  35302  975.548
07016  537  3.394
07825  4037  93.477
08837  1857  24.03
08060  4314  100.689
18040  4889  101.89
07928  1400  22.604
19382  7441  180.985
07083  670  5.827
08724  3798  82.664
07010  2596  39.605
08854  2401  38.108
19020  4616  110.065
07054  2105  37.74
07930  3016  51.849
18036  5113  127.629
07202  1251  9.062
07059  1724  34.583
07974  1373  23.863
18034  4974  124.101
07027  863  5.683
08826  3752  76.062
07821  3444  75.336
07042  1346  19.845
07823  4424  99.601
10977  3003  62.004
19422  5839  136.574
07960  1867  34.751
07860  4518  89.294
07036  960  10.645
08802  3516  79.752
19075  5600  132.216
18020  4569  110.08
07306  1591  24.825
19355  6565  161.697
07826  5651  108.795
11374  3481  50.38
78852  110229  3160.716
19426  6720  152.008
08882  2540  39.346
10310  2315  20.395
19462  5754  137.678
07670  2922  48.782
07931  2449  52.313
07882  4053  85.028
07945  2615  43.79
07076  1057  9.053
98346  163758  4551.347
08512  3086  57.028
88546  120794  3486.916
07701  2992  55.633
07676  2330  48.281
08850  2501  39.694
07067  1986  18.932
07922  1309  23.74
07940  1622  23.625
08846  2257  25.971
18042  4314  99.644
18925  5451  107.189
08559  4122  85.295
18960  6174  144.994
18901  5760  109.974
18052  5551  131.029
18920  4383  92.758
08867  3350  76.085
07078  1289  18.099
07803  2803  49.816
08755  4364  96.099
07002  1486  24.28
18929  5583  111.724
10022  2874  40.405
17111  9848  255.615
08857  2644  39.102
07456  3345  70.037
38117  60087  1730.675
19403  6327  146.512
10001  2224  36.805
07840  3585  79.907
08809  3334  73.114
07063  1745  20.558
18343  4367  102.462
07753  3238  67.758
07924  2504  48.6
07463  2501  49.211
10993  3981  80.342
18103  5000  126.109
12060  10094  267.659
02043  16482  405.631
07438  3481  69.561
19116  4961  114.167
19002  5411  134.123
08501  3633  78.626
18054  6588  152.336
07436  2713  63.055
18938  4448  95.478
08050  5400  128.674
88013  119949  3394.146
08848  3844  87.93
08540  3531  60.749
18914  5953  116.882
07401  2711  52.866
07033  0  0
19130  6017  135.621
33067  70597  1981.64
08804  3778  84.058
07950  2319  38.698
08887  3007  65.37
07760  3509  58.571
07045  2156  44.938
08510  3682  73.684
08805  2239  27.297
07006  2016  33.36
07081  724  6.228
18017  4618  117.547
07095  2193  22.382
07110  1586  23.468
08550  3399  71.468
19468  7196  171.321
08721  4341  102.101
07720  3606  70.338
07302  1709  28.671
07675  2828  53.13
07728  3538  56.391
07082  2263  47.142
08536  3281  58.796
18074  7047  158.882
18106  5758  138.987
08085  6296  156.201
07863  4347  90.36
08836  2161  42.825
07432  2708  41.882
03825  19674  465.548
08108  5500  125.15
18039  4670  99.487
88221  112381  3167.038
08884  2735  40.795
07068  1548  27.803
19454  5791  139.384
07834  2201  43.735
27809  26336  704.153
08823  3064  50.861
18064  4949  117.706
18928  4695  99.762
19067  4102  93.307
07921  2540  53.089
19128  6440  140.423
07726  3073  51.717
10011  2435  33.354
08560  4591  85.326
07208  918  8.747
07470  2228  37.897
08535  3269  68.169
88231  107869  3112.649
19473  7218  167.354
10954  2889  61.429
07876  2873  52.887
08075  4931  107.575
34232  67646  1876.298
08829  3017  67.117
07430  3163  62.386
07869  2527  46.6
07450  2455  46.339
08558  3652  62.176
30331  50688  1391.066
18051  5912  143.018
07105  1214  17.858
07666  2400  42.044
08534  4413  81.381
10950  4456  102.587
07946  1838  34.067
18055  4905  115.221
07044  1691  25.153
08753  4698  99.502
07070  1830  32.626
88201  108344  3067.255
07028  1272  19.028
18974  5520  123.129
07718  2913  49.184
07738  2834  51.307
66062  69507  1937.414
08859  2328  30.131
08810  2910  50.669
19464  7449  166.984
19465  7685  187.213
08858  2375  54.82
07828  3397  69.153
19106  5777  132.499
08742  4097  83.048
08542  3756  63.558
19135  5449  120.815
10016  2507  38.181
08016  4156  96.406
07731  3750  79.676
07751  2712  44.787
18062  6061  144.073
19444  5889  140.691
03253  20985  527.311
19428  5930  143.473
07422  4515  89.266
07871  3288  70.042
18031  5916  142.616
07001  1511  15.321
07836  2892  66.442
07040  1174  14.07
18964  6632  151.026
90293  155249  4480.602
07052  1272  21.248
13905  11186  284.713
08861  2221  23.222
18334  6282  145.88
18322  5910  135.575
07927  1857  31.513
78342  104520  2999.553
12010  11487  304.316
07060  1555  17.621
18337  5782  114.286
18301  5183  115.883
18977  4516  101.367
07003  1159  20.091
18072  5492  118.641
08816  2535  40.125
08901  2374  37.048
18104  5602  132.818
08817  2289  31.73
02482  14704  355.581
08824  3032  50.762
08648  3896  69.908
08619  3880  72.072
07934  2601  54.793
19118  5839  136.01
07206  1629  11.667
08869  2300  52.023
07086  1897  33.11
10075  3235  41.894
15102  23089  581.281
95051  162095  4724.979
07204  568  4.102
19038  5552  133.017
08730  3832  78.881
08003  5163  121.461
19401  6047  142.583
18932  6314  140.715
27587  27859  739.287
19440  6469  150.76
46032  42102  1141.132
94301  161749  4717.847
14770  20542  545.235
07062  1356  12.085
08062  6200  155.099
08527  4457  98.774
19031  5482  131.652
18360  5333  124.925
15044  22217  587.312
01070  14730  329.191
19136  5355  116.792
15003  24082  608.417
08034  4948  118.021
08520  3149  64.147
08638  4317  78.126
07069  1434  17.079
15084  22112  583.449
11510  5211  78.13
08852  2935  51.457
08054  4271  106.877
08035  5356  125.962
27807  27898  747.332
08863  2177  22.019
18940  5236  114.061
18969  6600  152.152
19025  4947  123.629
07039  1694  27.054
07417  2601  51.655
18067  5689  130.645
07878  2187  44.164
19504  6521  147.434
19085  5871  146.063
33331  71483  2017.395
98801  152723  4339.094
07932  1770  25.502
08691  3602  73.252
08872  2359  31.135
79780  111037  3208.153
18038  6351  139.723
10024  2504  40.484
08879  2299  28.831
08012  5582  135.395
07866  2550  52.28
07029  1192  18.269
08830  1863  16.836
