Zipcode  Duration (s)  Distance
Time: 10-28-2014 22:30:00
07008  5763  132.864
07112  6316  145.786
10913  8605  199.712
12508  10522  224.03
10314  6214  143.62
98072  157461  4474.957
41042  34748  948.355
07423  8160  164.027
11354  8150  184.686
07032  6116  149.797
18080  3538  70.465
18466  6117  153.859
07310  6911  158.222
70596  75048  2182.376
18954  2731  37.503
14701  21267  526.335
07933  6326  112.406
08094  4694  98.072
19525  2323  33.102
21801  11474  260.394
07603  7171  169.545
08514  4552  89.033
19437  675  6.166
07852  7010  123.641
28590  29643  707.559
19127  2053  41.145
17025  7163  181.898
07041  6929  127.893
76504  90252  2600.655
18923  1984  28.836
19512  3390  43.514
07757  6362  141.702
11215  7184  162.304
28269  34281  885.982
30004  47819  1268.693
Time: 10-29-2014 03:30:00
08822  3859  60.11
19095  1646  23.034
08889  4650  74.263
18947  2519  36.902
08825  3529  53.151
07936  6585  123.837
08886  4376  94.691
07901  6516  120.5
07073  6958  162.647
08046  3853  60.943
08865  4216  91.674
07712  5714  132.279
08820  5851  131.833
08876  4609  77.562
08807  4995  82.99
08902  5125  95.836
18976  1704  19.24
07030  7084  159.705
07652  7880  157.931
18015  2999  54.608
08833  4997  78.927
24401  18437  506.992
07066  5886  135.683
19446  318  2.721
08853  4273  70.726
08873  5421  99.879
18951  2286  39.835
18944  2056  26.277
08502  4907  88.288
08831  4887  100.636
10306  6744  141.11
18013  5233  109.655
18902  2387  30.885
07090  6207  138.643
08551  3407  52.362
07014  6835  163.963
08844  5788  74.538
07065  5990  134.012
07830  6009  92.915
08827  4849  102.836
07920  5640  99.864
02760  19983  474.12
07730  6228  141.338
07746  5610  116.106
08840  5545  123.227
19438  1074  13.417
07022  7308  164.695
07080  5719  128.916
07092  6812  108.501
07005  6896  129.299
07662  7312  174.935
08812  5448  92.99
07747  6167  129.972
18045  3456  79.765
07853  6438  101.374
08801  4465  73.247
07832  7131  136.269
18210  5079  106.542
07023  6423  103.72
07677  8439  168.915
48108  33174  926.453
07016  6036  139.848
07825  6498  136.187
08837  5391  122.376
08060  3787  73.24
18040  4180  91.616
07928  6628  119.575
19382  3362  52.77
07083  6218  144.348
08724  5618  124.077
07010  7423  167.365
08854  5564  96.668
19020  2670  42.017
07054  6640  122.388
07930  6183  106.384
18036  2177  42.079
07202  5855  136.652
07059  5903  98.962
07974  6377  116.794
18034  2648  48.101
07027  6236  137.893
08826  5703  88.763
07821  7008  150.254
07042  6876  158.366
07823  5157  110.241
10977  8551  177.276
19422  701  8.249
07960  5991  111.178
07860  7988  154.653
07036  5961  139.803
08802  4598  95.579
19075  1532  19.18
18020  3474  76.583
07306  6635  156.45
19355  2485  33.482
07826  9234  192.677
11374  8036  179.939
78852  107347  3079.404
19426  1360  17.644
08882  5316  115.54
10310  6512  146.227
19462  1297  14.87
07670  7745  176.558
07931  5520  95.77
07882  4956  105.39
07945  6517  112.712
07076  6757  107.019
98346  160368  4502.252
08512  4644  85.747
88546  116443  3405.604
07701  6520  144.49
07676  8097  164.893
08850  5329  99.283
07067  5812  131.176
07922  6224  114.855
07940  6519  117.216
08846  5613  91.743
18042  4167  79.213
18925  2289  29.501
08559  3102  44.761
18960  1684  23.477
18901  1765  21.367
18052  2993  63.963
18920  3173  47.724
08867  4102  60.635
07078  6828  129.587
07803  7146  120.232
08755  5589  119.173
07002  6514  152.19
18929  2138  29.137
10022  7788  168.165
17111  6860  174.041
08857  5764  122.761
07456  7861  154.812
38117  57261  1649.363
19403  995  13.249
10001  7078  164.565
07840  6579  127.822
08809  5035  106.615
07063  5993  98.048
18343  5526  115.384
07753  5704  128.951
07924  5858  101.899
07463  8089  159.731
10993  9551  195.614
18103  2789  62.535
12060  15207  361.756
02043  22697  533.407
07438  7987  154.336
19116  2798  43.56
19002  1098  12.927
08501  4040  81.276
18054  1584  22.721
07436  7257  147.83
18938  2342  34.181
08050  6957  140.993
88013  116615  3311.349
08848  3728  58.189
08540  4314  80.253
18914  1245  16.107
07401  7981  160.028
07033  6118  141.58
19130  2575  51.656
33067  66719  1893.098
08804  4671  91.674
07950  6858  123.473
08887  4125  66.182
07760  7012  151.201
07045  6691  129.713
08510  4401  94.484
08805  5373  88.922
07006  7172  132.9
07081  6958  111.078
18017  3132  70.797
07095  5391  125.262
07110  7036  165.602
08550  4102  74.649
19468  2401  30.839
08721  6344  151.686
07720  5786  128.506
07302  6737  156.581
07675  8585  169.742
07728  5040  105.001
07082  6804  131.917
08536  4327  80.206
18074  1969  27.148
18106  2660  55.884
08085  3615  74.158
07863  5715  116.08
08836  5671  92.773
07432  7899  159.048
03825  26898  593.324
08108  3379  64.161
18039  3530  58.097
88221  108717  3084.241
08884  5174  105.609
07068  6937  134.714
19454  803  8.468
07834  6744  128.51
27809  25881  615.611
08823  4933  90.183
18064  3915  86.323
18928  2089  29.897
19067  2886  52.526
07921  5456  84.591
19128  2096  24.127
07726  4762  101.908
10011  7494  166.143
08560  3595  64.379
07208  6337  143.607
07470  7488  144.71
08535  4502  94.497
88231  106805  3031.337
19473  1507  21.302
10954  8434  176.701
07876  6814  117.51
08075  4036  63.997
34232  64637  1787.756
08835  5381  85.635
08829  4965  79.785
07430  7952  156.704
07869  7077  131.375
07450  8224  161.984
08558  4226  68.032
30331  48306  1302.524
18051  2919  61.706
07105  6328  148.033
07666  7217  169.82
08534  3630  67.784
10950  9276  196.684
07946  6204  107.986
18055  3390  56.994
07044  7323  140.277
08753  6397  128.471
07070  6875  162.384
88201  105687  2984.458
07028  6802  157.549
18974  2016  27.43
07718  6751  149.678
07738  6232  124.074
66062  66182  1854.617
08859  5774  130.625
08810  4844  100.535
19464  2765  41.729
19465  2998  49.272
08858  5274  88.644
07828  7074  134.947
19106  2946  55.833
08742  5964  127.841
08542  4203  77.936
19135  3015  36.425
10016  7378  165.941
08016  3192  58.852
07731  5118  111.947
07751  5685  114.326
18062  3335  66.959
19444  1655  19.239
03253  28389  655.087
19428  1791  33.008
07422  9033  174.041
07871  7822  154.817
18031  2924  61.304
07001  5954  131.665
07836  6316  112.879
07040  6872  127.324
18964  955  12.862
90293  152480  4397.805
07052  7005  138.129
13905  10125  264.16
08861  5454  125.179
18334  5614  137.001
18322  4965  107.899
07927  6409  115.623
78342  101914  2918.241
12010  16689  398.413
07060  6133  99.833
18337  8670  182.933
18301  5746  130.837
18977  3189  59.451
07003  6711  158.612
18072  4358  98.573
08816  5307  116.319
08901  5019  113.242
18104  2674  57.355
08817  5344  116.305
02482  20745  483.357
08824  4687  88.048
08648  3500  67.201
08619  3643  75.132
07934  5686  98.25
19118  1740  21.028
07206  6169  142.137
08869  4660  78.547
07086  6740  160.87
10075  8032  169.654
15102  19900  498.484
95051  160208  4675.884
07204  6135  141.237
19038  1525  19.981
08730  5777  127.651
08003  3930  73.235
19401  1146  12.527
18932  1141  11.57
27587  27653  650.745
19440  1018  11.718
46032  38668  1058.335
94301  160013  4668.752
14770  18824  451.89
07062  6255  102.346
08062  4188  84.792
08527  4948  105.765
19031  1157  15.996
18360  4724  111.925
15044  19140  504.515
01070  19287  424.358
19136  3323  52.089
15003  20731  525.62
08034  3585  68.617
08520  4202  85.607
08638  3614  63.043
07069  6100  101.042
15084  19011  500.652
11510  9203  198.209
08852  4451  85.118
08054  3646  79.428
08035  3499  68.016
27807  27848  658.79
08863  5243  120.896
18940  2888  40.696
18969  1191  16.893
19025  1842  23.27
07039  7043  128.137
07417  7507  152.22
18067  3645  75.414
07878  6729  128.939
19504  3027  50.923
19085  1745  35.598
33331  67405  1928.853
98801  152415  4289.999
07932  6621  118.717
08691  3959  78.238
08872  5545  117.822
79780  108314  3126.841
18038  4551  85.688
10024  7371  168.244
08879  5698  129.228
08012  3631  77.554
07866  7107  137.055
07029  6587  155.457
08830  5592  129.08
18966  2846  36.38
88021  118504  3357.97
85342  132459  3849.944
19119  2103  26.402
22936  19374  440.089
18942  2649  41.388
07009  7337  142.661
22314  11428  269.341
07737  6913  152.168
19115  2592  29.372
08081  4168  91.166
19540  4367  78.637
60202  44755  1240.677
05465  27786  612.549
19087  2194  24.756
08052  3556  69.034
08225  6444  146.765
60611  43534  1218.05
19063  2738  55.717
10583  8785  200.145
07457  7250  142.032
10033  7367  175.275
20854  11028  268.646
07724  5981  137.155
07733  6344  127.742
07735  6172  140.721
28211  34232  904.461
07046  6754  127.309
01104  16463  391.671
10280  7346  165.969
08530  3184  44.22
07093  6921  162.366
07748  6539  147.328
07722  5734  116.416
07480  8091  158.005
10312  5871  134.015
07018  6516  151.595
07926  6649  119.78
18963  2482  35.763
08722  6528  150.175
07481  7708  155.837
07405  7482  147.381
10924  9652  211.653
18077  3678  59.686
02908  19222  451.387
08751  6860  137.103
75230  82954  2397.961
80129  97240  2781.874
92106  151737  4352.026
44026  24600  667.836
85340  132400  3811.151
92708  151521  4379.433
07663  7366  176.687
18930  3292  51.191
10597  10632  247.697
46060  39009  1065.974
10019  7273  164.516
19103  2687  52.054
07047  7002  161.161
19001  1775  19.932
07304  6736  156.246
07205  6492  146.218
07980  6376  109.309
08525  3849  60.128
18972  3129  50.662
10028  8039  171.175
98117  157074  4475.864
08088  5343  104.907
18018  3395  70.858
07305  6753  155.28
88121  102332  2891.412
07444  7267  142.073
33624  62436  1698.109
07856  7206  126.341
19125  2825  57.477
15927  16352  414.128
08505  3227  59.005
10708  8134  191.092
07739  6543  145.311
04072  27837  646.504
14221  22124  596.487
19460  2125  28.1
08061  3729  80.456
19090  1704  18.058
14534  18552  495.034
07203  6161  138.961
08880  5481  93.409
08690  3962  72.635
07307  6942  160.911
18088  3865  78.315
98052  156538  4464.495
18092  2491  44.925
07843  7631  126.331
08518  3075  54.779
08904  5198  115.33
07079  7122  129.244
14608  19032  509.251
08010  3909  60.467
07607  7317  175.48
07031  7029  159.265
94005  159041  4633.229
07961  6231  113.936
10014  7313  162.888
24592  27877  614.999
29926  43240  1182.182
07627  8041  179.705
19064  2551  50.962
07801  7117  137.647
20148  12186  300.164
15090  19850  527.839
08048  4166  77.72
85024  131433  3771.816
10010  7598  166.871
07981  6415  119.712
30309  46971  1275.539
33327  67487  1929.753
88263  109986  3178.903
07440  7449  139.206
07102  6387  147.831
18076  1893  26.277
07026  7258  170.667
39503  67491  1935.213
27712  28513  678.012
34105  69616  1914.512
27021  29999  839.038
24477  18983  520.853
07650  7057  167.226
21050  7392  176.012
19046  2308  28.035
85343  133754  3844.238
18353  4642  108.979
08318  5107  108.846
70802  72008  2091.858
07008  5726  132.864
07112  6287  145.786
10913  8534  199.712
12508  10539  224.03
10314  6187  143.62
98072  156827  4474.957
41042  34725  948.355
07423  8130  164.027
11354  8155  184.686
07032  6093  149.797
18080  3546  70.465
18466  6104  153.859
07310  6888  158.222
70596  75202  2182.376
18954  2776  37.503
14701  21254  526.335
07933  6408  112.406
08094  4709  98.072
19525  2341  33.102
21801  11466  260.394
07603  7172  169.545
08514  4581  89.033
19437  717  6.166
07852  7044  123.641
28590  29628  707.559
19127  2097  41.145
17025  7176  181.898
07041  6992  127.893
76504  90312  2600.655
18923  1985  28.836
19512  3279  43.514
07757  6324  141.702
11215  7197  162.304
28269  33611  885.982
30004  47898  1268.693
Time: 10-29-2014 04:00:00
08822  3850  60.11
19095  1639  23.034
08889  4692  74.263
18947  2503  36.902
08825  3531  53.151
07936  6561  123.837
08886  4417  94.691
07901  6481  120.5
07073  6945  162.647
08046  3805  60.943
08865  4254  91.674
07712  5688  132.279
08820  5825  131.833
08876  4621  77.562
08807  5045  82.99
08902  5093  95.836
18976  1702  19.24
07030  7123  159.705
07652  7883  157.931
18015  3012  54.608
08833  5051  78.927
24401  18367  506.992
07066  5864  135.683
19446  318  2.721
08853  4264  70.726
08873  5404  99.879
18951  2259  39.835
18944  2049  26.277
08502  4859  88.288
08831  4852  100.636
10306  6716  141.11
18013  5259  109.655
18902  2381  30.885
07090  6192  138.643
08551  3398  52.362
07014  6826  163.963
08844  5803  74.538
07065  5971  134.012
07830  6050  92.915
08827  4883  102.836
07920  5690  99.864
02760  20275  474.12
07730  6199  141.338
07746  5596  116.106
08840  5503  123.227
19438  1075  13.417
07022  7371  164.695
07080  5680  128.916
07092  6808  108.501
07005  6860  129.299
07662  7312  174.935
08812  5452  92.99
07747  6140  129.972
18045  3505  79.765
07853  6426  101.374
08801  4499  73.247
07832  7140  136.269
18210  5148  106.542
07023  6385  103.72
07677  8483  168.915
48108  33070  926.453
07016  6019  139.848
07825  6529  136.187
08837  5350  122.376
08060  3790  73.24
18040  4205  91.616
07928  6585  119.575
19382  3329  52.77
07083  6206  144.348
08724  5600  124.077
07010  7429  167.365
08854  5606  96.668
19020  2604  42.017
07054  6606  122.388
07930  6192  106.384
18036  2164  42.079
07202  5865  136.652
07059  5917  98.962
07974  6353  116.794
18034  2649  48.101
07027  6224  137.893
08826  5742  88.763
07821  7021  150.254
07042  6853  158.366
07823  5191  110.241
10977  8560  177.276
19422  671  8.249
07960  6030  111.178
07860  7965  154.653
07036  5963  139.803
08802  4640  95.579
19075  1523  19.18
18020  3522  76.583
07306  6704  156.45
19355  2479  33.482
07826  9281  192.677
11374  8092  179.939
78852  107671  3079.404
19426  1337  17.644
08882  5267  115.54
10310  6553  146.227
19462  1270  14.87
07670  7712  176.558
07931  5557  95.77
07882  5006  105.39
07945  6498  112.712
07076  6714  107.019
98346  159930  4502.252
08512  4604  85.747
88546  116281  3405.604
07701  6520  144.49
07676  8129  164.893
08850  5293  99.283
07067  5787  131.176
07922  6210  114.855
07940  6494  117.216
08846  5653  91.743
18042  4168  79.213
18925  2280  29.501
08559  3094  44.761
18960  1678  23.477
18901  1758  21.367
18052  3057  63.963
18920  3170  47.724
08867  4109  60.635
07078  6792  129.587
07803  7102  120.232
08755  5567  119.173
07002  6535  152.19
18929  2131  29.137
10022  7791  168.165
17111  6800  174.041
08857  5725  122.761
07456  7823  154.812
38117  57213  1649.363
19403  966  13.249
10001  7097  164.565
07840  6618  127.822
08809  5063  106.615
07063  6003  98.048
18343  5573  115.384
07753  5678  128.951
07924  5887  101.899
07463  8082  159.731
10993  9575  195.614
18103  2855  62.535
12060  15290  361.756
02043  23005  533.407
07438  7984  154.336
19116  2737  43.56
19002  1089  12.927
08501  4010  81.276
18054  1580  22.721
07436  7217  147.83
18938  2333  34.181
08050  6951  140.993
88013  116831  3311.349
08848  3725  58.189
08540  4240  80.253
18914  1242  16.107
07401  7979  160.028
07033  6101  141.58
19130  2538  51.656
33067  66410  1893.098
08804  4693  91.674
07950  6827  123.473
08887  4115  66.182
07760  7002  151.201
07045  6661  129.713
08510  4368  94.484
08805  5405  88.922
07006  7122  132.9
07081  6975  111.078
18017  3164  70.797
07095  5356  125.262
07110  7089  165.602
08550  4022  74.649
19468  2388  30.839
08721  6340  151.686
07720  5766  128.506
07302  6753  156.581
07675  8617  169.742
07728  5013  105.001
07082  6768  131.917
08536  4256  80.206
18074  1962  27.148
18106  2684  55.884
08085  3606  74.158
07863  5775  116.08
08836  5673  92.773
07432  7869  159.048
03825  27070  593.324
08108  3361  64.161
18039  3538  58.097
88221  108698  3084.241
08884  5134  105.609
07068  6895  134.714
19454  799  8.468
07834  6713  128.51
27809  26200  615.611
08823  4897  90.183
18064  3946  86.323
18928  2083  29.897
19067  2826  52.526
07921  5466  84.591
19128  2084  24.127
07726  4723  101.908
10011  7448  166.143
08560  3524  64.379
07208  6326  143.607
07470  7450  144.71
08535  4459  94.497
88231  106098  3031.337
19473  1484  21.302
10954  8438  176.701
07876  6772  117.51
08075  3987  63.997
34232  64231  1787.756
08835  5390  85.635
08829  5018  79.785
07430  7940  156.704
07869  7029  131.375
07450  8222  161.984
08558  4232  68.032
30331  48896  1302.524
18051  2987  61.706
07105  6331  148.033
07666  7277  169.82
08534  3559  67.784
10950  9250  196.684
07946  6194  107.986
18055  3362  56.994
07044  7291  140.277
08753  6403  128.471
07070  6927  162.384
88201  105427  2984.458
07028  6782  157.549
18974  2009  27.43
07718  6727  149.678
07738  6223  124.074
66062  66096  1854.617
08859  5748  130.625
08810  4803  100.535
19464  2751  41.729
19465  2986  49.272
08858  5294  88.644
07828  7088  134.947
19106  2929  55.833
08742  5966  127.841
08542  4122  77.936
19135  3024  36.425
10016  7395  165.941
08016  3157  58.852
07731  5101  111.947
07751  5662  114.326
18062  3380  66.959
19444  1624  19.239
03253  28016  655.087
19428  1753  33.008
07422  9079  174.041
07871  7793  154.817
18031  2953  61.304
07001  5933  131.665
07836  6305  112.879
07040  6824  127.324
18964  954  12.862
90293  152621  4397.805
07052  6961  138.129
13905  10262  264.16
08861  5423  125.179
18334  5687  137.001
18322  4988  107.899
07927  6389  115.623
78342  102401  2918.241
12010  16830  398.413
07060  6117  99.833
18337  8689  182.933
18301  5829  130.837
18977  3127  59.451
07003  6694  158.612
18072  4362  98.573
08816  5259  116.319
08901  4986  113.242
18104  2698  57.355
08817  5303  116.305
02482  21035  483.357
08824  4630  88.048
08648  3434  67.201
08619  3575  75.132
07934  5702  98.25
19118  1714  21.028
07206  6185  142.137
08869  4695  78.547
07086  6747  160.87
10075  8018  169.654
15102  19820  498.484
95051  159746  4675.884
07204  6120  141.237
19038  1515  19.981
08730  5762  127.651
08003  3911  73.235
19401  1115  12.527
18932  1139  11.57
27587  27762  650.745
19440  1018  11.718
46032  38552  1058.335
94301  159609  4668.752
14770  18820  451.89
07062  6251  102.346
08062  4169  84.792
08527  4913  105.765
19031  1126  15.996
18360  4751  111.925
15044  19111  504.515
01070  19688  424.358
19136  3284  52.089
15003  20621  525.62
08034  3563  68.617
08520  4169  85.607
08638  3538  63.043
07069  6124  101.042
15084  18964  500.652
11510  9142  198.209
08852  4373  85.118
08054  3689  79.428
08035  3477  68.016
27807  27853  658.79
08863  5208  120.896
18940  2892  40.696
18969  1191  16.893
19025  1845  23.27
07039  6991  128.137
07417  7472  152.22
18067  3686  75.414
07878  6701  128.939
19504  3049  50.923
19085  1704  35.598
33331  67028  1928.853
98801  152293  4289.999
07932  6579  118.717
08691  3940  78.238
08872  5525  117.822
79780  107986  3126.841
18038  4562  85.688
10024  7376  168.244
08879  5677  129.228
08012  3665  77.554
07866  7053  137.055
07029  6588  155.457
08830  5572  129.08
18966  2913  36.38
88021  118511  3357.97
85342  132453  3849.944
19119  2097  26.402
22936  19541  440.089
18942  2639  41.388
07009  7298  142.661
22314  11499  269.341
07737  6887  152.168
19115  2579  29.372
08081  4174  91.166
19540  4348  78.637
60202  44777  1240.677
05465  27623  612.549
19087  2181  24.756
08052  3552  69.034
08225  6478  146.765
60611  43531  1218.05
19063  2728  55.717
10583  8800  200.145
07457  7214  142.032
10033  7413  175.275
20854  11023  268.646
07724  5972  137.155
07733  6339  127.742
07735  6153  140.721
28211  33988  904.461
07046  6715  127.309
01104  16856  391.671
10280  7362  165.969
08530  3173  44.22
07093  6944  162.366
07748  6515  147.328
07722  5715  116.416
07480  8092  158.005
10312  5856  134.015
07018  6514  151.595
07926  6614  119.78
18963  2478  35.763
08722  6526  150.175
07481  7643  155.837
07405  7451  147.381
10924  9636  211.653
18077  3642  59.686
02908  19347  451.387
08751  6854  137.103
75230  83288  2397.961
80129  97331  2781.874
92106  152418  4352.026
44026  24614  667.836
85340  132308  3811.151
92708  151671  4379.433
07663  7416  176.687
18930  3292  51.191
10597  10673  247.697
46060  38971  1065.974
10019  7254  164.516
19103  2490  52.054
07047  6948  161.161
19001  1768  19.932
07304  6746  156.246
07205  6493  146.218
07980  6333  109.309
08525  3856  60.128
18972  3099  50.662
10028  8028  171.175
98117  156826  4475.864
08088  5347  104.907
18018  3419  70.858
07305  6777  155.28
88121  102491  2891.412
07444  7203  142.073
33624  61944  1698.109
07856  7119  126.341
19125  2804  57.477
15927  16326  414.128
08505  3229  59.005
10708  8138  191.092
07739  6537  145.311
04072  27628  646.504
14221  22122  596.487
19460  2077  28.1
08061  3728  80.456
19090  1540  18.058
14534  18613  495.034
07203  6150  138.961
08880  5502  93.409
08690  3887  72.635
07307  6892  160.911
18088  3876  78.315
98052  156343  4464.495
18092  2514  44.925
07843  7571  126.331
08518  3064  54.779
08904  5167  115.33
07079  7077  129.244
14608  19090  509.251
08010  3913  60.467
07607  7322  175.48
07031  7085  159.265
94005  158931  4633.229
07961  6182  113.936
10014  7348  162.888
24592  27869  614.999
29926  43224  1182.182
07627  8058  179.705
19064  2526  50.962
07801  7066  137.647
20148  12280  300.164
15090  19739  527.839
08048  4163  77.72
85024  131346  3771.816
10010  7582  166.871
07981  6392  119.712
30309  47221  1275.539
33327  67105  1929.753
88263  109971  3178.903
07440  7404  139.206
07102  6373  147.831
18076  1886  26.277
07026  7314  170.667
39503  67769  1935.213
27712  28443  678.012
34105  69851  1914.512
27021  30043  839.038
24477  18917  520.853
07650  7047  167.226
21050  7446  176.012
19046  2198  28.035
85343  133709  3844.238
18353  4659  108.979
08318  5130  108.846
70802  72052  2091.858
07008  5737  132.864
07112  6307  145.786
10913  8587  199.712
12508  10610  224.03
10314  6226  143.62
98072  156685  4474.957
41042  34736  948.355
07423  8144  164.027
11354  8237  184.686
07032  6171  149.797
18080  3523  70.465
18466  6148  153.859
07310  6925  158.222
70596  75207  2182.376
18954  2741  37.503
14701  21319  526.335
07933  6362  112.406
08094  4729  98.072
19525  2327  33.102
21801  11537  260.394
07603  7174  169.545
08514  4549  89.033
19437  677  6.166
07852  6986  123.641
28590  29365  707.559
19127  2057  41.145
17025  7167  181.898
07041  6923  127.893
76504  90440  2600.655
18923  1978  28.836
19512  3275  43.514
07757  6318  141.702
11215  7277  162.304
28269  33124  885.982
30004  48410  1268.693
Time: 10-29-2014 04:30:00
08822  3867  60.11
19095  1640  23.034
08889  4651  74.263
18947  2511  36.902
08825  3536  53.151
07936  6542  123.837
08886  4447  94.691
07901  6475  120.5
07073  6968  162.647
08046  3746  60.943
08865  4287  91.674
07712  5790  132.279
08820  5810  131.833
08876  4605  77.562
08807  4988  82.99
08902  5046  95.836
18976  1706  19.24
07030  7075  159.705
07652  7879  157.931
18015  3068  54.608
08833  5005  78.927
24401  18346  506.992
07066  5851  135.683
19446  318  2.721
08853  4280  70.726
08873  5363  99.879
18951  2338  39.835
18944  2059  26.277
08502  4800  88.288
08831  4812  100.636
10306  6750  141.11
18013  5294  109.655
18902  2381  30.885
07090  6196  138.643
08551  3413  52.362
07014  6841  163.963
08844  5772  74.538
07065  5957  134.012
07830  5993  92.915
08827  4980  102.836
07920  5604  99.864
02760  20519  474.12
07730  6205  141.338
07746  5580  116.106
08840  5476  123.227
19438  1071  13.417
07022  7368  164.695
07080  5663  128.916
07092  6759  108.501
07005  6858  129.299
07662  7337  174.935
08812  5384  92.99
07747  6132  129.972
18045  3534  79.765
07853  6409  101.374
08801  4471  73.247
07832  7169  136.269
18210  5187  106.542
07023  6355  103.72
07677  8546  168.915
48108  33029  926.453
07016  6019  139.848
07825  6537  136.187
08837  5320  122.376
08060  3748  73.24
18040  4264  91.616
07928  6578  119.575
19382  3413  52.77
07083  6209  144.348
08724  5672  124.077
07010  7458  167.365
08854  5516  96.668
19020  2481  42.017
07054  6590  122.388
07930  6162  106.384
18036  2246  42.079
07202  5828  136.652
07059  5856  98.962
07974  6340  116.794
18034  2710  48.101
07027  6227  137.893
08826  5687  88.763
07821  7062  150.254
07042  6870  158.366
07823  5214  110.241
10977  8673  177.276
19422  671  8.249
07960  5972  111.178
07860  7980  154.653
07036  5935  139.803
08802  4718  95.579
19075  1524  19.18
18020  3546  76.583
07306  6636  156.45
19355  2480  33.482
07826  9330  192.677
11374  8020  179.939
78852  108735  3079.404
19426  1334  17.644
08882  5228  115.54
10310  6493  146.227
19462  1271  14.87
07670  7790  176.558
07931  5492  95.77
07882  5026  105.39
07945  6478  112.712
07076  6691  107.019
98346  160236  4502.252
08512  4552  85.747
88546  116183  3405.604
07701  6601  144.49
07676  8179  164.893
08850  5275  99.283
07067  5770  131.176
07922  6196  114.855
07940  6475  117.216
08846  5570  91.743
18042  4306  79.213
18925  2282  29.501
08559  3103  44.761
18960  1685  23.477
18901  1762  21.367
18052  3076  63.963
18920  3175  47.724
08867  4130  60.635
07078  6794  129.587
07803  7116  120.232
08755  5578  119.173
07002  6499  152.19
18929  2133  29.137
10022  7733  168.165
17111  6819  174.041
08857  5710  122.761
07456  7837  154.812
38117  57226  1649.363
19403  959  13.249
10001  7058  164.565
07840  6620  127.822
08809  5161  106.615
07063  5941  98.048
18343  5582  115.384
07753  5777  128.951
07924  5839  101.899
07463  8155  159.731
10993  9683  195.614
18103  2868  62.535
12060  15475  361.756
02043  23842  533.407
07438  8040  154.336
19116  2658  43.56
19002  1088  12.927
08501  3976  81.276
18054  1579  22.721
07436  7230  147.83
18938  2336  34.181
08050  6994  140.993
88013  116841  3311.349
08848  3735  58.189
08540  4188  80.253
18914  1243  16.107
07401  8052  160.028
07033  6109  141.58
19130  2537  51.656
33067  66112  1893.098
08804  4778  91.674
07950  6818  123.473
08887  4133  66.182
07760  7087  151.201
07045  6646  129.713
08510  4359  94.484
08805  5324  88.922
07006  7127  132.9
07081  6923  111.078
18017  3215  70.797
07095  5320  125.262
07110  7055  165.602
08550  3976  74.649
19468  2390  30.839
08721  6564  151.686
07720  5852  128.506
07302  6709  156.581
07675  8710  169.742
07728  4975  105.001
07082  6759  131.917
08536  4207  80.206
18074  1961  27.148
18106  2736  55.884
08085  3597  74.158
07863  5788  116.08
08836  5625  92.773
07432  7919  159.048
03825  26639  593.324
08108  3362  64.161
18039  3537  58.097
88221  108708  3084.241
08884  5096  105.609
07068  6901  134.714
19454  803  8.468
07834  6693  128.51
27809  26182  615.611
08823  4844  90.183
18064  3999  86.323
18928  2086  29.897
19067  2722  52.526
07921  5427  84.591
19128  2074  24.127
07726  4691  101.908
10011  7426  166.143
08560  3459  64.379
07208  6305  143.607
07470  7450  144.71
08535  4411  94.497
88231  105684  3031.337
19473  1481  21.302
10954  8547  176.701
07876  6775  117.51
08075  3967  63.997
34232  63979  1787.756
08835  5339  85.635
08829  4968  79.785
07430  8011  156.704
07869  7027  131.375
07450  8333  161.984
08558  4246  68.032
30331  49378  1302.524
18051  2999  61.706
07105  6315  148.033
07666  7250  169.82
08534  3488  67.784
10950  9390  196.684
07946  6167  107.986
18055  3447  56.994
07044  7300  140.277
08753  6433  128.471
07070  6883  162.384
88201  105372  2984.458
07028  6796  157.549
18974  2009  27.43
07718  6733  149.678
07738  6235  124.074
66062  66095  1854.617
08859  5729  130.625
08810  4769  100.535
19464  2748  41.729
19465  2979  49.272
08858  5274  88.644
07828  7116  134.947
19106  2926  55.833
08742  6027  127.841
08542  4080  77.936
19135  3020  36.425
10016  7376  165.941
08016  3068  58.852
07731  5090  111.947
07751  5657  114.326
18062  3401  66.959
19444  1627  19.239
03253  27668  655.087
19428  1750  33.008
07422  9128  174.041
07871  7807  154.817
18031  3002  61.304
07001  5910  131.665
07836  6284  112.879
07040  6850  127.324
18964  956  12.862
90293  152496  4397.805
07052  6970  138.129
13905  10267  264.16
08861  5395  125.179
18334  5715  137.001
18322  5039  107.899
07927  6370  115.623
78342  102746  2918.241
12010  16936  398.413
07060  6074  99.833
18337  8731  182.933
18301  5813  130.837
18977  3037  59.451
07003  6693  158.612
18072  4436  98.573
08816  5223  116.319
08901  4933  113.242
18104  2753  57.355
08817  5279  116.305
02482  21121  483.357
08824  4579  88.048
08648  3367  67.201
08619  3500  75.132
07934  5653  98.25
19118  1717  21.028
07206  6164  142.137
08869  4650  78.547
07086  6758  160.87
10075  8033  169.654
15102  19779  498.484
95051  159951  4675.884
07204  6123  141.237
19038  1517  19.981
08730  5847  127.651
08003  3916  73.235
19401  1116  12.527
18932  1147  11.57
27587  27472  650.745
19440  1018  11.718
46032  38617  1058.335
94301  159837  4668.752
14770  18920  451.89
07062  6185  102.346
08062  4170  84.792
